notice-identifier,dps-usage-lot,notice-type,publication-number,procedure-accelerated,legal-basis,organisation-country-buyer,estimated-value-cur-lot,procedure-identifier,estimated-value-cur-proc,total-value,winner-size,winner-owner-nationality,winner-selection-status,legal-basis-proc,direct-award-justification-text-proc.lit,direct-award-justification-text-proc.eng,direct-award-justification-proc,framework-buyer-categories-lot.hrv,exclusion-grounds,accessibility-lot,legal-basis-text.ces,no-negocaition-necessary-lot,direct-award-justification-text-proc.fra,framework-value-notice,legal-basis-text.pol,legal-basis-text.deu,framework-buyer-categories-lot.nld,subcontracting-percentage,ipi-measures-applicable-lot,direct-award-justification-text-proc.nld,direct-award-justification-text-proc.pol,framework-buyer-categories-lot.deu,subcontracting-value,direct-award-justification-text-proc.slv,direct-award-justification-text-proc.ita,direct-award-justification-text-proc.spa,currency,total-value-eur,total-value-eur-capped,is_outlier,total-value-eur-log,bidder-count,primary-bidder-size,bidder-size-numeric,notice_is_cn-standard,notice_is_can-standard,notice_is_veat,notice_is_pin-only,notice_is_cn-social,notice_is_can-modif,notice_is_pin-cfc-standard,notice_is_cn-desg,notice_is_can-social,notice_is_pin-buyer
3bd5dcee-3dfe-45c6-844a-5500747efaa5,none,cn-standard,258449-2025,False,32009L0081,HRV,EUR,c0592978-162c-48a9-9728-c11f516e05c1,EUR,608000.0,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc,n-inc,,,,,,,,,,,,,,,,,EUR,608000.0,608000.0,False,13.317931805683793,0,,,1,0,0,0,0,0,0,0,0,0
b599041d-b522-4325-a204-1a4c7301dff2,none,can-social,258450-2025,,32014L0024,NLD,,8e1a211f-fc9b-4b1b-b70d-035aa3ecd96d,,,,,clos-nw,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,0,0,0,0,1,0
271f1a7c-e88b-4e5a-acc1-64efe29d962c,none,cn-standard,258451-2025,False,32014L0024,POL,,6e11e19b-9f91-4c26-8f2c-3a431d97ea7f,,,,,,"Ustawa Prawo zamówń publicznych Przetarg nieograniczony, o którym mowa w art. 132 Pzp - W oparciu o art. 139 ust. 1 Pzp,",,,,,exg-mis-prep-confl|exg-crim-corrpt|exg-mis-bre-lab-law|exg-crim-fraud|exg-pmt-bre-ssc|exg-pmt-bre-tax|exg-mis-distortion|exg-crim-traffick|exg-crim-laund|exg-crim-terror|exg-crim-part|exg-sitn-cred-arran|exg-sitn-bankr|exg-natl-bre-nat-law,,,,,,"['Zamawiający najpierw dokona badania i oceny złożonych ofert, a następnie dokona kwalifikacji podmiotowej Wykonawcy, którego oferta została najwyżej oceniona, w zakresie braku podstaw wykluczenia oraz spełniania warunków udziału w postępowaniu. Wykonawca nie jest zobowiązany do złożenia wraz z ofertą oświadczenia o którym mowa w art. 125 ust. 1 Pzp.']",,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
f6eb006f-21b9-43da-81f1-79fcbd8725ac,none,cn-standard,258453-2025,False,32014L0024,DEU,EUR,b53d33f2-3ad9-4d0b-af00-2e64ba8d5369,EUR,800000.0,,,,vgv,,,,,corruption|fraud|crime-org|terr-offence|finan-laund|human-traffic|nati-ground|labour-law|liq-admin|prof-misconduct|distorsion|partic-confl|prep-confl|sanction|misrepresent,,,,,,,['§ 14 VgV in Verbindung mit § 73 VgV'],,,,,,,,,,,EUR,800000.0,800000.0,False,13.592368256649284,0,,,1,0,0,0,0,0,0,0,0,0
0824ba38-65d0-4d04-8f1d-8a1b549a4a00,none,cn-standard,258454-2025,False,32014L0024,BEL,,bd484b1b-6861-469f-84ed-cf86af9d9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
33e10f3a-c367-40b1-a4d6-89d75021eaa1,none|none|none|none|none|none|none|none|none|none|none|none|none|none|none|none,cn-standard,258455-2025,False,32014L0024,FRA,,bde4be6e-e9ed-42c4-9908-bf855f4fec1e,EUR,10463139.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,10463139.0,10463139.0,False,16.163369162757274,0,,,1,0,0,0,0,0,0,0,0,0
b5ab33a0-37a3-4269-9cd3-f908e5c22e67,none,cn-standard,258456-2025,False,32014L0024,NLD,,8533ef3f-b0c0-41b6-a40c-66cfa02fcaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
8e348b57-a5e5-4946-8805-dc51256807a3,none,cn-standard,258458-2025,False,32014L0024,LUX,,f757311b-b91b-4bfe-b8a3-5a5f5aaf6a7b,,,,,,,,,,,crime-org|corruption|terr-offence|finan-laund|human-traffic|socsec-pay|tax-pay,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
a95d665e-157c-49aa-b83d-07bb9c8feef0,none,can-standard,258459-2025,,32014L0024,FRA,EUR,12bc5382-8291-4f3a-a5e4-be9dc3265784,EUR,4166666.67,,,selec-w,,,,,,,,,,,4166666.67,,,,,,,,,,,,,EUR,4166666.67,4166666.67,False,15.24262715440439,0,,,0,1,0,0,0,0,0,0,0,0
cd3047cc-5e44-46ff-8cd9-fc05d1372ae5,none,cn-standard,258460-2025,False,32014L0024,DEU,,faf3e9a1-34e9-4e03-9241-f718347c2e1d,,,,,,vgv,,,,,crime-org|finan-laund|fraud|corruption|human-traffic|tax-pay,,,,,,,"['VOB/A, Abschnitt 2']",,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
15e865a4-d4f5-451d-a383-684f0edb1b31,none|none,can-standard,258461-2025,,32014L0025,ITA,,d5b08316-544b-45e3-9cad-45a49d31a316,,2655625.0,large|medium,,selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,2655625.0,2655625.0,False,14.792190966410333,2,large,4.0,0,1,0,0,0,0,0,0,0,0
9de98389-4fb4-4364-b913-72df86b49619,none,cn-standard,258462-2025,False,32014L0024,ITA,EUR,f3d30c21-ff78-480c-b034-a6e46989c3b6,EUR,1954484.82,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,1954484.82,1954484.82,False,14.485637709136386,0,,,1,0,0,0,0,0,0,0,0,0
0ffc046b-f523-4ded-9951-23e5fd7c4b08,none|none,cn-standard,258463-2025,False,32014L0024,DEU,EUR,cb189182-0a61-44bf-bb9d-258896a76018,EUR,2774714.82,,,,vgv,,,,,exg-natl-bre-nat-law,,,True|True,,,,,,,,,,,,,,,EUR,2774714.82,2774714.82,False,14.836058892711488,0,,,1,0,0,0,0,0,0,0,0,0
3ca116fb-943a-4182-9944-4a81e369c5b6,none|none|none|none|none|none|none,can-standard,258464-2025,False,32014L0024,POL,,1f12f094-1899-4299-aede-f8c910716af5,,12735.36,small|small,,selec-w|selec-w|clos-nw|clos-nw|clos-nw|clos-nw|clos-nw,Ustawa z dnia 11 września 2019r.– Prawo zamówień publicznych (Dz. U. 2024 poz. 1320 ze zm.),,,,,,,,,,,,,,,,,,,,,,,EUR,12735.36,12735.36,False,9.452216174016337,2,small,2.0,0,1,0,0,0,0,0,0,0,0
6954008d-7b59-42ae-9aec-6720f1b9d45b,none,cn-standard,258465-2025,False,32014L0024,DEU,,facda897-fa1a-4012-b3f7-b8b80d88cba0,,,,,,vgv,,,,,exg-crim-part|exg-sitn-as-susp|exg-crim-corrpt|exg-crim-traffick|exg-sitn-other|exg-mis-misconduct|exg-crim-terror|exg-mis-distortion|exg-mis-bre-lab-law|exg-mis-bre-soc-law|exg-mis-bre-env-law|exg-mis-prep-confl,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
5863b760-9336-4465-b1a2-a943041e920e,none|none|none|none,can-standard,258467-2025,,32014L0024,BGR,BGN,756a6299-5600-44a6-b904-b349ec88c207,BGN,381423.27,,,clos-nw|clos-nw|clos-nw|clos-nw,,,,,,,n-inc|n-inc|n-inc|n-inc,,,,,,,,,,,,,,,,,BGN,194525.8677,194525.8677,False,12.178325569775627,0,,,0,1,0,0,0,0,0,0,0,0
4c0c9539-3c2c-4c3c-b439-c76132c944dd,,cn-standard,258468-2025,False,32009L0081,FRA,,c12b63bd-71e5-4ac8-8511-c21060161032,,,,,,,,,,,exg-mis-partic-confl,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
bee70158-31cc-4d0e-9702-1fd632bee1a6,none|none,cn-standard,258470-2025,False,32014L0024,FRA,,db46ab33-446d-4026-b52f-33fa88c0b82c,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
4b0ecb6a-7268-4466-a960-4ad8caeac3f3,none,cn-standard,258471-2025,False,32014L0024,ITA,EUR,e06abfa9-f96c-46a8-a01c-8cd51c1b5474,EUR,327528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,327528.0,327528.0,False,12.699331879755478,0,,,1,0,0,0,0,0,0,0,0,0
6549c7da-8afd-4898-8601-b81d06232be3,none,cn-standard,258472-2025,False,32014L0024,PRT,EUR,ec31763c-0031-4500-a90a-a1dae73ebcf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
39af3da7-6fff-4fbc-ad51-63e8a4acfd4d,none,cn-standard,258473-2025,False,32014L0024,BEL,,d047915e-c2b7-4116-99ea-2182a7ecbbd2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
79a18efc-6c61-40cb-b355-1d84eddb3ecf,none|none|none|none|none,cn-standard,258474-2025,,32014L0024,CZE,,74af76c6-dc82-43e3-b385-3eb5252e6f5f,,,,,,32014L0024|134/2016 Sb.,,,,,nati-ground,,"['Směrnice Evropského parlamentu a Rady 2014/24/EU ze dne 26. února 2014 o zadávání veřejných zakázek a o zrušení směrnice 2004/18/ES', 'Zákon o zadávání veřejných zakázek']",,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
318135f7-e785-43bf-a398-d6e76a792362,none|none|none|none|none|none|none|none,cn-standard,258477-2025,False,32014L0024,SVN,,d43e7782-e32d-41d0-a479-41a6c932fb33,EUR,961996.0,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-sitn-bankr|exg-mis-sanction|exg-natl-bre-nat-law,n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just|n-inc-just,,,,,,,,,,,,,,,,,EUR,961996.0,961996.0,False,13.776766611139863,0,,,1,0,0,0,0,0,0,0,0,0
6616e9a7-03d6-42b9-880e-cdfb21474a41,none|none,cn-standard,258478-2025,False,32014L0024,BEL,,dfa12a2c-5b35-498d-b5c1-bb3da079e4ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
1d978ba8-e8df-460e-bd75-23ee4f71f508,none,cn-standard,258479-2025,False,32014L0024,DEU,,a64f8fc8-4a05-4de3-ac7f-0ad5b8cc617f,,,,,,vob-a-eu,,,,,nati-ground,,,True,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
0303bc24-144e-427b-8ef7-f72e70bd7386,none,veat,258481-2025,,32014L0024,NLD,,9b20e823-43a9-49b2-ae3b-e22564912310,,0.01,sme,,,,,,serv-excl,,,,,,,,,,,,,['Mededinging voor de levering van de IT-applicatie ontbreekt om technische redenen'],,,,,,,EUR,0.01,0.01,False,0.009950330853168083,1,sme,2.5,0,0,1,0,0,0,0,0,0,0
99d54191-dce2-4a3e-9dc1-71663ae5d1eb,none|none|none|none|none|none|none|none|none,cn-standard,258482-2025,,32014L0024,FRA,,925271f4-415c-4df3-b0fc-d206ab1feaaa,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
eee1ba65-5529-4dc1-a3dd-445a0851f2cb,none,cn-standard,258483-2025,,32014L0024,BEL,,4007a6a8-801a-4bc9-9150-d095afce6a7c,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
f4a8f9f0-1396-4544-adc3-55caa249aab8,none,cn-standard,258484-2025,,32014L0025,FRA,,5654d696-6037-45c8-9b3a-7a7ea4f051ca,,,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
4ae97410-88fe-4b06-affa-d015ed319c31,none|none|none|none,can-standard,258485-2025,,32014L0024,HUN,,01dedde2-adbb-4865-8803-664365ccaa76,,12851529.0,medium|micro|small|medium,HUN,selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,12851529.0,12851529.0,False,16.368973428365553,4,medium,3.0,0,1,0,0,0,0,0,0,0,0
06a99c95-32c0-4915-a645-fc8cc2c81fb4,none,cn-standard,258486-2025,False,32014L0024,NLD,EUR,acdfe6b5-bc79-474b-afa6-30503f47c5a4,EUR,3567784.0,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|misrepresent|partic-confl|prep-confl|socsec-law|socsec-pay|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,3567784.0,3567784.0,False,15.087455513018927,0,,,1,0,0,0,0,0,0,0,0,0
99b2fda9-e0a5-4cce-8490-b7c185eb4927,none|none|none|none|none|none|none,cn-standard,258487-2025,False,32014L0024,POL,,cc66d25e-86a6-4ee2-b74c-45fab524a7d0,,,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-traffick|exg-sitn-bankr|exg-sitn-insolvency|exg-sitn-other|exg-sitn-liq-admin|exg-sitn-as-susp|exg-mis-distortion|exg-mis-prep-confl|exg-pmt-bre-tax|exg-pmt-bre-ssc,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
a1002cae-cc7e-4a69-b1a9-d85d072ad861,none,cn-standard,258489-2025,,32014L0024,FRA,,1b10dd5e-9bf3-45d8-b0a4-024e2ed81b40,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
263a4021-2ae7-4bd9-aa2d-4050fd5b7298,none|none|none|none,can-standard,258490-2025,,32014L0024,BEL,,6911bed0-4fe4-4e58-ba1b-cd238c83f7fa,,256346.0,large|large,,selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,256346.0,256346.0,False,12.454287274393222,2,large,4.0,0,1,0,0,0,0,0,0,0,0
722ad411-ed48-486e-a746-9fa5d063cc86,none|none,cn-standard,258491-2025,False,32014L0024,NLD,EUR,4573229c-96f7-4890-9ee0-cd903719ca02,EUR,10000000.0,,,,,,,,,bankruptcy|corruption|crime-org|finan-laund|fraud|human-traffic|socsec-pay|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,10000000.0,10000000.0,False,16.118095750958314,0,,,1,0,0,0,0,0,0,0,0,0
30909764-db3f-4edd-b0c6-3b510fbd8c24,none,cn-standard,258492-2025,False,32014L0024,SWE,,337d6dd4-79e8-4b9b-933e-8d6e1ab95646,SEK,140000000.0,,,,,,,,,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,,,,,,,,,,,,,,,,,,SEK,12180000.0,12180000.0,False,16.315305902347827,0,,,1,0,0,0,0,0,0,0,0,0
8ca02c31-18dd-4709-86c1-5792f46519b5,none|none,cn-standard,258493-2025,False,32014L0024,BEL,,5bb1582d-72d5-4191-a4a8-cf77ae1a483f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
34fb39bd-679a-416f-9cc2-b54af9cae5fd,none,cn-standard,258495-2025,False,32014L0024,BEL,,71835b6a-2bed-4436-bd1e-d50362ce0afe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
9dd48a32-3012-49dd-8c74-b588779204f1,none,cn-standard,258498-2025,False,32014L0024,DEU,,a251d8c0-2be7-4dac-80c3-cfa04d3b6b22,,,,,,vob-a-eu,,,,,exg-natl-bre-nat-law,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
a3f8d2c3-ccb9-4344-9023-8440d3890712,none,cn-standard,258499-2025,False,32014L0025,FIN,,324297b4-5103-4eb7-a8ee-cca910c9d006,,,,,,,,,,,bankr-nat|bankruptcy|corruption|cred-arran|crime-org|distorsion|envir-law|finan-laund|fraud|human-traffic|insolvency|labour-law|liq-admin|nati-ground|partic-confl|prep-confl|prof-misconduct|sanction|socsec-law|socsec-pay|susp-act|tax-pay|terr-offence,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
15ac6dce-2c2d-4faf-86b5-e24f84e8379c,none|none|none|none|none|none|none,can-standard,258500-2025,,32014L0024,DEU,,c26f90f2-e327-438a-9a6b-80840cbc00a7,,8810994.52,medium,,selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,vgv,,,,,,,,,,,,,,,,,,,,,,,EUR,8810994.52,8810994.52,False,15.991510990393397,1,medium,3.0,0,1,0,0,0,0,0,0,0,0
74f644ed-e914-4a38-9e4b-0bfa97ac598a,none,cn-standard,258501-2025,False,32014L0024,SWE,,ad0a461c-2c05-48a0-843f-500ed1dba342,SEK,15000000.0,,,,,,,,,crime-org|corruption|fraud|terr-offence|finan-laund|human-traffic|tax-pay|socsec-pay,,,,,,,,,,,,,,,,,,SEK,1305000.0,1305000.0,False,14.081714365022162,0,,,1,0,0,0,0,0,0,0,0,0
ddd981a2-fb05-4def-a3b8-6907d1b73e3e,none,can-standard,258502-2025,,32014L0024,FRA,EUR,8f078049-db04-448a-94a2-368fa52c9801,,500000.0,,,selec-w,,,,,,,,,,,500000.0,,,,,,,,,,,,,EUR,500000.0,500000.0,False,13.122365377402328,0,,,0,1,0,0,0,0,0,0,0,0
3425a96a-533f-4c49-8d70-43bf3dcf685a,,veat,258503-2025,,32014L0024,POL,,19a41fb4-e171-4fe1-b2fc-ba0eb5da0cf3,,,,,,,,,other-exclusive,,,,,,,,,,,,,,"['Zamawiający wszczął postępowanie w trybie z wolnej ręki na podstawie art. 214 ust. 1 pkt 1 lit. a) i b) ustawy z dnia 11 września 2019 Prawo zamówień publicznych. Usługa może być świadczona tylko przez jednego wykonawcę z przyczyn technicznych o obiektywnym charakterze oraz z przyczyn związanych z ochroną praw wyłącznych wynikających z odrębnych przepisów i nie istnieje rozsądne rozwiązanie alternatywne lub rozwiązanie zastępcze, a brak konkurencji nie jest wynikiem celowego zawężania parametrów zamówienia. Firma Tauron Nowe Technologie S.A jako właściciel oświetlenia ulicznego, nie wyraziła zgody na objęcie przedmiotowej infrastruktury procedurą przetargową, w której inna firma konserwuje i naprawia infrastrukturę oświetleniową stanowiącą własność Tauron Nowe Technologie S.A oraz własność mieszaną Tauron Nowe Technologie S.A i Gminy Gliwice (pismo z dnia 25.03.2025r.) Nie istnieje rozsądne rozwiązanie alternatywne lub rozwiązanie zastępcze dla usługi konserwacji oświetlenia stanowiącego własność Tauron i mieszaną. Jedynie zastąpienie tej infrastruktury nowymi instalacjami oświetleniowymi byłoby rozwiązaniem, ale to wymaga zaprojektowania oraz wybudowania nowego oświetlenia ze środków miejskich. Takie oświetlenie byłoby konserwowane przez firmę wyłonioną w drodze przetargu nieograniczonego. Jednakże z uwagi na fakt, że Miasto musiałoby w krótkim czasie zastąpić punkty oświetleniowe Tauronu swoimi urządzeniami - nie można tego nazwać rozwiązaniem rozsądnym. Brak konkurencji nie jest wynikiem celowego zawężenia parametrów zamówienia, ponieważ przedmiotem zamówienia są wszystkie czynności związane z konserwacją oświetlenia ulicznego i ozdobnego niezbędne do prawidłowego utrzymania tych urządzeń.']",,,,,,EUR,,,False,0.0,0,,,0,0,1,0,0,0,0,0,0,0
9be0fd8c-d98e-4814-a49d-8abde46ff996,dps-nlist,cn-standard,258504-2025,False,32014L0024,LTU,EUR,8dcf5388-1fcc-4b75-be02-aea3be41727a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
88c8bab9-76c2-4bb6-a42e-ff4e6b47c435,none|none,can-standard,258505-2025,,32014L0024,ROU,,b628f356-dab0-44ff-9cb6-a11d555aed8a,,1344029.52,medium,,selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,1344029.52,1344029.52,False,14.111183508140735,1,medium,3.0,0,1,0,0,0,0,0,0,0,0
4880c868-c3e7-4164-9413-142f9cf18691,none,can-standard,258508-2025,False,32014L0024,DEU,,964ca907-8cdd-4c1f-93e0-86ac4741d59f,,,small,DEU,selec-w,vob-a-eu,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,1,small,2.0,0,1,0,0,0,0,0,0,0,0
6b103fb4-40c0-48a8-8edb-1416cdda12cd,none,cn-standard,258509-2025,False,32014L0024,SWE,SEK,b53b8665-96f7-4098-ad9c-cd57dacbf7de,SEK,10000000.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,SEK,869999.9999999999,869999.9999999999,False,13.676249640055394,0,,,1,0,0,0,0,0,0,0,0,0
e65510ee-c255-4ab0-92e6-f200e3bd0ac5,none|none|none,can-standard,258510-2025,False,32014L0025,FRA,,cd4ca7e2-2a77-4dd8-920b-1265868113ad,,,large|large|large|medium|large,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,5,large,4.0,0,1,0,0,0,0,0,0,0,0
16b3b160-02e1-4edc-ace9-418f5e29162a,none|none,cn-standard,258511-2025,False,32014L0024,FRA,EUR,6aca75fd-f361-4383-9273-b353261cf2b1,EUR,1920000.0,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,1920000.0,1920000.0,False,14.467836264837162,0,,,1,0,0,0,0,0,0,0,0,0
e72fcc29-a7a4-49d6-bde6-fd1f6bb8cb3f,none|none|none|none|none|none|none|none|none|none|none|none|none,can-standard,258512-2025,True,32014L0024,POL,,b4890f19-c1c9-4e00-b3f3-876851276144,,2542612.72,large|large|small|large|medium|large|large|large|large,,selec-w|clos-nw|selec-w|clos-nw|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w|selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,2542612.72,2542612.72,False,14.748703133534887,9,large,4.0,0,1,0,0,0,0,0,0,0,0
1543fa30-b361-4d46-83ee-f577b5670766,none|none|none,can-standard,258514-2025,False,32014L0024,ESP,EUR,e26788e2-4e2a-4d73-b0d6-8c775d21a15d,EUR,198870.0,large|medium,,selec-w|selec-w|selec-w,,,,,,,,,,,,,,,100|100|100,,,,,,,,,EUR,198870.0,198870.0,False,12.200411652301424,2,large,4.0,0,1,0,0,0,0,0,0,0,0
14058215-1540-4c9e-9140-5eafab97fe32,none,cn-standard,258515-2025,False,32014L0024,POL,,10c986d6-7c5a-4df1-9c28-fc106bb6607e,,,,,,,,,,,exg-crim-part|exg-crim-corrpt|exg-crim-fraud|exg-crim-terror|exg-crim-laund|exg-crim-traffick|exg-pmt-bre-tax|exg-pmt-bre-ssc|exg-mis-bre-env-law|exg-mis-bre-lab-law|exg-sitn-bankr|exg-sitn-insolvency|exg-sitn-cred-arran|exg-sitn-other|exg-sitn-liq-admin|exg-sitn-as-susp|exg-mis-distortion|exg-mis-misconduct|exg-mis-partic-confl|exg-mis-prep-confl|exg-mis-sanction|exg-mis-misrepresent|exg-natl-bre-nat-law,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
a0dfaa16-0128-4bf5-8584-006c80dc5113,none,can-standard,258516-2025,,32014L0024,POL,,cde82d8a-f3da-4a86-9560-225824e8553f,,441468037.35,medium,,selec-w,art. 32 ust. 2 lit. b (ii) Dyrektywy 2014/24/UE,,,technical,,,,,,,,['art. 214 ust. 1 pkt 1 lit. a ustawy Pzp'],,,,,,['Zgodnie z BT 24 i BT 728'],,,,,,EUR,441468037.35,41537332.48450003,True,19.905616182069533,1,medium,3.0,0,1,0,0,0,0,0,0,0,0
c6624596-7e46-4128-870f-8ce180cbb72b,none|none,cn-standard,258517-2025,False,32014L0024,FRA,EUR,3fc045e3-0b65-4017-a873-a38dd1ed76d5,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
0ca6952c-acbb-428c-8da7-f4b8c95cc9fa,none|none|none|none,cn-standard,258518-2025,False,32014L0024,POL,,2effce2d-5d84-423a-95c4-a18914dcd32a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
125e7952-cd24-44f5-8d0e-69ca5529b9f4,none,can-standard,258519-2025,False,32014L0024,FRA,,b5ac219c-f8e8-4095-b76a-8ebbae0cd3ff,,,large,FRA,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,1,large,4.0,0,1,0,0,0,0,0,0,0,0
f05a3c0d-38f6-4f21-b063-619124931ff8,none,cn-standard,258520-2025,False,32014L0024,POL,,7c8ccac5-0c9a-4e91-860e-a8a6eb3df668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,1,0,0,0,0,0,0,0,0,0
a760b0bd-8f7a-44a4-954f-8783a41fec8d,none,cn-social,258521-2025,,32014L0024,FRA,EUR,3579f2ff-dd32-4e61-8af0-572b04dc55b2,,,,,,,,,,,nati-ground,,,,,,,,,,,,,,,,,,EUR,,,False,0.0,0,,,0,0,0,0,1,0,0,0,0,0
ed114e47-91ee-4bb8-944d-c430447c0fbd,none,cn-standard,258523-2025,False,32014L0025,ITA,EUR,c207fccd-7340-445f-a18a-86ade91be459,EUR,75000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,75000000.0,41537332.48450003,True,18.132998684833918,0,,,1,0,0,0,0,0,0,0,0,0
e644151e-be22-4631-b9cb-9a98cd13865e,none,cn-standard,258524-2025,False,32014L0025,ITA,EUR,cbd54ca6-a6f3-4466-af04-49f13bbdfe0c,EUR,2244276.01,,,,,,,,,,,,,,,,,,,,,,,,,,,EUR,2244276.01,2244276.01,False,14.623893982747582,0,,,1,0,0,0,0,0,0,0,0,0
85187702-fb24-41b8-9676-82e076d0788b,none,can-standard,258525-2025,,32014L0024,ITA,EUR,85187702-fb24-41b8-9676-82e076d0788b,EUR,408053.1,,,selec-w,,,,,,,,,,,,,,,,,,,,,,,,EUR,408053.1,408053.1,False,12.919155042635172,0,,,0,1,0,0,0,0,0,0,0,0
